incident_id,system,system_version,category,symptom,created_at,baseline_resolved_at,baseline_ttr_minutes,assisted_resolved_at,assisted_ttr_minutes,resolution,resolution_source,recurring_group,knowledge_article_id,resolution_success,feedback_score,dataset_label
RDS-5264,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-01-26T19:00:00,2025-01-26T19:52:42,52.7,2025-01-26T19:24:54,24.9,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.79,SYNTHETIC_BENCHMARK
RDS-5006,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-01-27T09:00:00,2025-01-27T09:28:18,28.3,2025-01-27T09:11:36,11.6,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.78,SYNTHETIC_BENCHMARK
RDS-5201,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-06-14T08:00:00,2025-06-14T08:16:30,16.5,2025-06-14T08:10:48,10.8,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.91,SYNTHETIC_BENCHMARK
RDS-5270,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-04-20T08:00:00,2025-04-20T08:51:30,51.5,2025-04-20T08:16:36,16.6,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.9,SYNTHETIC_BENCHMARK
RDS-5199,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-04-25T20:00:00,2025-04-25T20:37:42,37.7,2025-04-25T20:19:42,19.7,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.77,SYNTHETIC_BENCHMARK
RDS-5220,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-01-21T12:00:00,2025-01-21T12:26:06,26.1,2025-01-21T12:10:24,10.4,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.82,SYNTHETIC_BENCHMARK
RDS-5225,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-05-17T19:00:00,2025-05-17T19:20:48,20.8,2025-05-17T19:11:30,11.5,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.81,SYNTHETIC_BENCHMARK
RDS-5128,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-06-02T20:00:00,2025-06-02T20:38:36,38.6,2025-06-02T20:17:30,17.5,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.97,SYNTHETIC_BENCHMARK
RDS-5253,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-07-16T17:00:00,2025-07-16T17:34:36,34.6,2025-07-16T17:18:42,18.7,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.95,SYNTHETIC_BENCHMARK
RDS-5196,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-02-07T10:00:00,2025-02-07T10:43:54,43.9,2025-02-07T10:22:24,22.4,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.96,SYNTHETIC_BENCHMARK
RDS-5049,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-06-21T18:00:00,2025-06-21T18:26:06,26.1,2025-06-21T18:11:12,11.2,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.72,SYNTHETIC_BENCHMARK
RDS-5236,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-02-08T15:00:00,2025-02-08T15:16:42,16.7,2025-02-08T15:10:30,10.5,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.78,SYNTHETIC_BENCHMARK
RDS-5185,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-06-06T11:00:00,2025-06-06T11:47:42,47.7,2025-06-06T11:20:18,20.3,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.91,SYNTHETIC_BENCHMARK
RDS-5148,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-06-05T20:00:00,2025-06-05T20:27:12,27.2,2025-06-05T20:10:42,10.7,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.87,SYNTHETIC_BENCHMARK
RDS-5084,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-03-05T09:00:00,2025-03-05T09:37:06,37.1,2025-03-05T09:19:36,19.6,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,1.0,SYNTHETIC_BENCHMARK
RDS-5245,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-05-23T18:00:00,2025-05-23T18:24:42,24.7,2025-05-23T18:09:00,9.0,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.99,SYNTHETIC_BENCHMARK
RDS-5216,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-03-31T08:00:00,2025-03-31T08:19:30,19.5,2025-03-31T08:08:06,8.1,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.72,SYNTHETIC_BENCHMARK
RDS-5262,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-02-26T15:00:00,2025-02-26T16:01:00,61.0,2025-02-26T15:27:00,27.0,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.82,SYNTHETIC_BENCHMARK
RDS-5158,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-06-16T10:00:00,2025-06-16T10:42:18,42.3,2025-06-16T10:12:30,12.5,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.88,SYNTHETIC_BENCHMARK
RDS-5099,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-04-08T12:00:00,2025-04-08T12:46:48,46.8,2025-04-08T12:20:00,20.0,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.72,SYNTHETIC_BENCHMARK
RDS-5075,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-06-20T14:00:00,2025-06-20T14:44:24,44.4,2025-06-20T14:20:48,20.8,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.79,SYNTHETIC_BENCHMARK
RDS-5013,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-06-13T19:00:00,2025-06-13T19:33:00,33.0,2025-06-13T19:14:48,14.8,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.93,SYNTHETIC_BENCHMARK
RDS-5025,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-05-16T08:00:00,2025-05-16T08:34:12,34.2,2025-05-16T08:12:54,12.9,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.81,SYNTHETIC_BENCHMARK
RDS-5237,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-01-15T13:00:00,2025-01-15T13:27:42,27.7,2025-01-15T13:09:30,9.5,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.72,SYNTHETIC_BENCHMARK
RDS-5291,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-01-30T08:00:00,2025-01-30T08:55:42,55.7,2025-01-30T08:20:30,20.5,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.87,SYNTHETIC_BENCHMARK
RDS-5284,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-04-25T17:00:00,2025-04-25T17:55:06,55.1,2025-04-25T17:15:30,15.5,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.83,SYNTHETIC_BENCHMARK
RDS-5069,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-03-09T08:00:00,2025-03-09T08:25:36,25.6,2025-03-09T08:15:12,15.2,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.79,SYNTHETIC_BENCHMARK
RDS-5032,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-06-11T08:00:00,2025-06-11T08:24:12,24.2,2025-06-11T08:17:06,17.1,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.72,SYNTHETIC_BENCHMARK
RDS-5120,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-03-22T09:00:00,2025-03-22T09:42:18,42.3,2025-03-22T09:19:30,19.5,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.76,SYNTHETIC_BENCHMARK
RDS-5062,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-04-15T17:00:00,2025-04-15T17:46:42,46.7,2025-04-15T17:21:06,21.1,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.75,SYNTHETIC_BENCHMARK
RDS-5233,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-03-07T11:00:00,2025-03-07T11:19:18,19.3,2025-03-07T11:08:12,8.2,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.72,SYNTHETIC_BENCHMARK
RDS-5028,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-05-21T10:00:00,2025-05-21T10:25:12,25.2,2025-05-21T10:16:42,16.7,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.76,SYNTHETIC_BENCHMARK
RDS-5144,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-01-23T13:00:00,2025-01-23T13:27:36,27.6,2025-01-23T13:10:18,10.3,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.96,SYNTHETIC_BENCHMARK
RDS-5132,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-06-02T15:00:00,2025-06-02T15:28:42,28.7,2025-06-02T15:11:30,11.5,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.91,SYNTHETIC_BENCHMARK
RDS-5095,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-04-22T15:00:00,2025-04-22T15:23:00,23.0,2025-04-22T15:14:00,14.0,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.82,SYNTHETIC_BENCHMARK
RDS-5195,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-02-25T11:00:00,2025-02-25T11:36:30,36.5,2025-02-25T11:13:54,13.9,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,0,0.2,SYNTHETIC_BENCHMARK
RDS-5034,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-05-27T17:00:00,2025-05-27T17:30:48,30.8,2025-05-27T17:15:48,15.8,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.76,SYNTHETIC_BENCHMARK
RDS-5103,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-04-30T19:00:00,2025-04-30T19:27:42,27.7,2025-04-30T19:13:06,13.1,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.99,SYNTHETIC_BENCHMARK
RDS-5089,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-03-11T13:00:00,2025-03-11T13:32:36,32.6,2025-03-11T13:16:30,16.5,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.77,SYNTHETIC_BENCHMARK
RDS-5235,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-05-25T18:00:00,2025-05-25T18:30:54,30.9,2025-05-25T18:12:00,12.0,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.89,SYNTHETIC_BENCHMARK
RDS-5188,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-07-10T19:00:00,2025-07-10T19:58:06,58.1,2025-07-10T19:17:24,17.4,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.75,SYNTHETIC_BENCHMARK
RDS-5082,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-06-17T19:00:00,2025-06-17T19:22:12,22.2,2025-06-17T19:19:00,19.0,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.73,SYNTHETIC_BENCHMARK
RDS-5184,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-01-28T18:00:00,2025-01-28T18:33:12,33.2,2025-01-28T18:12:18,12.3,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,0,0.37,SYNTHETIC_BENCHMARK
RDS-5221,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-02-25T20:00:00,2025-02-25T20:27:48,27.8,2025-02-25T20:09:48,9.8,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.9,SYNTHETIC_BENCHMARK
RDS-5081,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-06-11T17:00:00,2025-06-11T17:28:24,28.4,2025-06-11T17:18:24,18.4,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.77,SYNTHETIC_BENCHMARK
RDS-5037,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-01-28T11:00:00,2025-01-28T11:23:12,23.2,2025-01-28T11:13:24,13.4,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.76,SYNTHETIC_BENCHMARK
RDS-5275,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-04-01T16:00:00,2025-04-01T16:41:48,41.8,2025-04-01T16:22:36,22.6,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.91,SYNTHETIC_BENCHMARK
RDS-5269,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-06-02T16:00:00,2025-06-02T16:30:36,30.6,2025-06-02T16:20:42,20.7,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.74,SYNTHETIC_BENCHMARK
RDS-5053,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-06-17T16:00:00,2025-06-17T16:22:18,22.3,2025-06-17T16:19:48,19.8,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.9,SYNTHETIC_BENCHMARK
RDS-5119,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-04-01T19:00:00,2025-04-01T19:33:36,33.6,2025-04-01T19:12:24,12.4,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.92,SYNTHETIC_BENCHMARK
RDS-5124,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-06-13T20:00:00,2025-06-13T20:34:42,34.7,2025-06-13T20:18:36,18.6,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.84,SYNTHETIC_BENCHMARK
RDS-5107,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-06-25T17:00:00,2025-06-25T17:44:12,44.2,2025-06-25T17:17:48,17.8,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.71,SYNTHETIC_BENCHMARK
RDS-5113,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-06-21T14:00:00,2025-06-21T14:30:06,30.1,2025-06-21T14:14:24,14.4,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.85,SYNTHETIC_BENCHMARK
RDS-5280,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-03-11T09:00:00,2025-03-11T09:58:00,58.0,2025-03-11T09:19:36,19.6,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.83,SYNTHETIC_BENCHMARK
RDS-5260,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-01-27T19:00:00,2025-01-27T19:59:36,59.6,2025-01-27T19:25:48,25.8,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.93,SYNTHETIC_BENCHMARK
RDS-5299,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-03-21T14:00:00,2025-03-21T15:05:00,65.0,2025-03-21T14:23:48,23.8,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.93,SYNTHETIC_BENCHMARK
RDS-5019,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-06-24T14:00:00,2025-06-24T14:34:06,34.1,2025-06-24T14:11:48,11.8,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.84,SYNTHETIC_BENCHMARK
RDS-5117,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-01-05T09:00:00,2025-01-05T09:28:48,28.8,2025-01-05T09:13:24,13.4,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.9,SYNTHETIC_BENCHMARK
RDS-5077,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-03-24T15:00:00,2025-03-24T15:36:36,36.6,2025-03-24T15:18:06,18.1,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.94,SYNTHETIC_BENCHMARK
RDS-5104,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-07-03T09:00:00,2025-07-03T09:43:18,43.3,2025-07-03T09:10:48,10.8,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.87,SYNTHETIC_BENCHMARK
RDS-5176,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-06-10T09:00:00,2025-06-10T09:56:36,56.6,2025-06-10T09:20:24,20.4,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.83,SYNTHETIC_BENCHMARK
RDS-5254,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-07-17T17:00:00,2025-07-17T17:58:18,58.3,2025-07-17T17:15:30,15.5,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.82,SYNTHETIC_BENCHMARK
RDS-5207,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-03-22T14:00:00,2025-03-22T14:22:48,22.8,2025-03-22T14:09:00,9.0,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,0,0.41,SYNTHETIC_BENCHMARK
RDS-5063,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-02-15T14:00:00,2025-02-15T14:22:48,22.8,2025-02-15T14:18:48,18.8,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.98,SYNTHETIC_BENCHMARK
RDS-5248,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-05-24T14:00:00,2025-05-24T14:31:06,31.1,2025-05-24T14:09:36,9.6,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.91,SYNTHETIC_BENCHMARK
RDS-5155,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-05-04T13:00:00,2025-05-04T13:36:36,36.6,2025-05-04T13:21:54,21.9,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.98,SYNTHETIC_BENCHMARK
RDS-5149,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-01-24T11:00:00,2025-01-24T11:49:48,49.8,2025-01-24T11:19:00,19.0,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.74,SYNTHETIC_BENCHMARK
RDS-5255,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-06-23T19:00:00,2025-06-23T19:38:18,38.3,2025-06-23T19:19:42,19.7,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.92,SYNTHETIC_BENCHMARK
RDS-5016,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-04-28T10:00:00,2025-04-28T10:25:12,25.2,2025-04-28T10:10:30,10.5,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.78,SYNTHETIC_BENCHMARK
RDS-5214,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-07-16T17:00:00,2025-07-16T17:30:18,30.3,2025-07-16T17:12:06,12.1,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,0.98,SYNTHETIC_BENCHMARK
RDS-5108,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-05-17T14:00:00,2025-05-17T14:39:48,39.8,2025-05-17T14:09:48,9.8,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.7,SYNTHETIC_BENCHMARK
RDS-5136,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-05-26T12:00:00,2025-05-26T12:33:12,33.2,2025-05-26T12:14:12,14.2,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.82,SYNTHETIC_BENCHMARK
RDS-5024,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-06-05T11:00:00,2025-06-05T11:22:06,22.1,2025-06-05T11:15:36,15.6,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.93,SYNTHETIC_BENCHMARK
RDS-5042,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-04-27T12:00:00,2025-04-27T12:29:24,29.4,2025-04-27T12:17:36,17.6,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,0,0.37,SYNTHETIC_BENCHMARK
RDS-5015,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-05-26T19:00:00,2025-05-26T19:26:30,26.5,2025-05-26T19:14:36,14.6,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.97,SYNTHETIC_BENCHMARK
RDS-5022,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-04-27T08:00:00,2025-04-27T08:43:48,43.8,2025-04-27T08:16:48,16.8,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.85,SYNTHETIC_BENCHMARK
RDS-5173,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-05-25T18:00:00,2025-05-25T18:52:12,52.2,2025-05-25T18:24:42,24.7,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,0,0.42,SYNTHETIC_BENCHMARK
RDS-5088,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-05-14T15:00:00,2025-05-14T15:42:42,42.7,2025-05-14T15:13:18,13.3,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.79,SYNTHETIC_BENCHMARK
RDS-5289,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-06-04T10:00:00,2025-06-04T10:53:48,53.8,2025-06-04T10:27:12,27.2,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.93,SYNTHETIC_BENCHMARK
RDS-5087,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-05-02T15:00:00,2025-05-02T15:30:36,30.6,2025-05-02T15:13:00,13.0,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.93,SYNTHETIC_BENCHMARK
RDS-5293,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-05-06T11:00:00,2025-05-06T11:34:18,34.3,2025-05-06T11:25:48,25.8,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.97,SYNTHETIC_BENCHMARK
RDS-5048,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-03-22T12:00:00,2025-03-22T12:23:30,23.5,2025-03-22T12:15:12,15.2,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.82,SYNTHETIC_BENCHMARK
RDS-5274,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-06-18T18:00:00,2025-06-18T18:33:36,33.6,2025-06-18T18:21:42,21.7,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.74,SYNTHETIC_BENCHMARK
RDS-5288,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-01-18T11:00:00,2025-01-18T11:57:12,57.2,2025-01-18T11:18:30,18.5,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.87,SYNTHETIC_BENCHMARK
RDS-5065,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-01-10T15:00:00,2025-01-10T15:29:18,29.3,2025-01-10T15:19:48,19.8,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.79,SYNTHETIC_BENCHMARK
RDS-5141,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-02-16T17:00:00,2025-02-16T17:33:06,33.1,2025-02-16T17:18:00,18.0,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,0,0.34,SYNTHETIC_BENCHMARK
RDS-5101,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-07-19T18:00:00,2025-07-19T18:21:12,21.2,2025-07-19T18:09:18,9.3,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.95,SYNTHETIC_BENCHMARK
RDS-5129,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-03-18T17:00:00,2025-03-18T17:49:42,49.7,2025-03-18T17:12:24,12.4,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.88,SYNTHETIC_BENCHMARK
RDS-5041,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-01-16T10:00:00,2025-01-16T10:28:12,28.2,2025-01-16T10:17:54,17.9,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,0.94,SYNTHETIC_BENCHMARK
RDS-5146,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-06-09T20:00:00,2025-06-09T20:35:00,35.0,2025-06-09T20:13:54,13.9,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.78,SYNTHETIC_BENCHMARK
RDS-5290,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-05-27T10:00:00,2025-05-27T10:48:30,48.5,2025-05-27T10:19:00,19.0,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.77,SYNTHETIC_BENCHMARK
RDS-5178,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-02-14T11:00:00,2025-02-14T11:29:36,29.6,2025-02-14T11:19:00,19.0,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,0,0.36,SYNTHETIC_BENCHMARK
RDS-5116,MedFlow,3.2,Application,Medication order entry frozen or queue not processing,2025-05-23T20:00:00,2025-05-23T20:27:12,27.2,2025-05-23T20:14:12,14.2,MedFlow Order Queue Clear and Process Recycle,knowledge_article,RG-003,KA-008,1,0.83,SYNTHETIC_BENCHMARK
RDS-5166,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-02-07T11:00:00,2025-02-07T11:43:36,43.6,2025-02-07T11:19:24,19.4,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.75,SYNTHETIC_BENCHMARK
RDS-5083,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-04-19T11:00:00,2025-04-19T11:27:48,27.8,2025-04-19T11:21:30,21.5,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.72,SYNTHETIC_BENCHMARK
RDS-5085,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-06-02T13:00:00,2025-06-02T13:53:24,53.4,2025-06-02T13:20:42,20.7,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.92,SYNTHETIC_BENCHMARK
